Id,ActivityDate,TotalSteps,Calories,TotalDistance,TrackerDistance,LoggedActivitiesDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,SedentaryActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes
1503960366,4/11/2016,10990,1811,7.260000229,7.260000229,0,2.039999962,0.5699999928,4.650000095,0,26,14,216,855
1503960366,4/12/2016,13162,1985,8.5,8.5,0,1.879999995,0.5500000119,6.059999943,0,25,13,328,728
1503960366,4/13/2016,10735,1797,6.96999979,6.96999979,0,1.570000052,0.6899999976,4.710000038,0,21,19,217,776
1503960366,4/14/2016,10460,1776,6.739999771,6.739999771,0,2.440000057,0.400000006,3.910000086,0,30,11,181,1218
1503960366,4/15/2016,9762,1745,6.28000021,6.28000021,0,2.140000105,1.25999999,2.829999924,0,29,34,209,726
1503960366,4/16/2016,12669,1863,8.159999847,8.159999847,0,2.710000038,0.4099999964,5.039999962,0,36,10,221,773
1503960366,4/17/2016,9705,1728,6.480000019,6.480000019,0,3.190000057,0.7799999714,2.50999999,0,38,20,164,539
1503960366,4/18/2016,13019,1921,8.590000153,8.590000153,0,3.25,0.6399999857,4.710000038,0,42,16,233,1149
1503960366,4/19/2016,15506,2035,9.880000114,9.880000114,0,3.529999971,1.320000052,5.03000021,0,50,31,264,775
1503960366,4/20/2016,10544,1786,6.679999828,6.679999828,0,1.960000038,0.4799999893,4.239999771,0,28,12,205,818
1503960366,4/21/2016,9819,1775,6.340000153,6.340000153,0,1.340000033,0.349999994,4.650000095,0,19,8,211,838
1503960366,4/22/2016,12764,1827,8.130000114,8.130000114,0,4.760000229,1.120000005,2.24000001,0,66,27,130,1217
1503960366,4/23/2016,14371,1949,9.039999962,9.039999962,0,2.809999943,0.8700000048,5.360000134,0,41,21,262,732
1503960366,4/24/2016,10039,1788,6.409999847,6.409999847,0,2.920000076,0.2099999934,3.279999971,0,39,5,238,709
1503960366,4/25/2016,15355,2013,9.800000191,9.800000191,0,5.289999962,0.5699999928,3.940000057,0,73,14,216,814
1503960366,4/26/2016,13755,1970,8.789999962,8.789999962,0,2.329999924,0.9200000167,5.539999962,0,31,23,279,833
1503960366,4/27/2016,18134,2159,12.21000004,12.21000004,0,6.400000095,0.4099999964,5.409999847,0,78,11,243,1108
1503960366,4/28/2016,13154,1898,8.529999733,8.529999733,0,3.539999962,1.159999967,3.789999962,0,48,28,189,782
1503960366,4/29/2016,11181,1837,7.150000095,7.150000095,0,1.059999943,0.5,5.579999924,0,16,12,243,815
1503960366,4/30/2016,14673,1947,9.25,9.25,0,3.559999943,1.419999957,4.269999981,0,52,34,217,712
1503960366,5/1/2016,10602,1820,6.809999943,6.809999943,0,2.289999962,1.600000024,2.920000076,0,33,35,246,730
1503960366,5/2/2016,14727,2004,9.710000038,9.710000038,0,3.210000038,0.5699999928,5.920000076,0,41,15,277,798
1503960366,5/3/2016,15103,1990,9.659999847,9.659999847,0,3.730000019,1.049999952,4.880000114,0,50,24,254,816
1503960366,5/4/2016,11100,1819,7.150000095,7.150000095,0,2.460000038,0.8700000048,3.819999933,0,36,22,203,1179
1503960366,5/5/2016,14070,1959,8.899999619,8.899999619,0,2.920000076,1.080000043,4.880000114,0,45,24,250,857
1503960366,5/6/2016,12159,1896,8.029999733,8.029999733,0,1.970000029,0.25,5.809999943,0,24,6,289,754
1503960366,5/7/2016,11992,1821,7.710000038,7.710000038,0,2.460000038,2.119999886,3.130000114,0,37,46,175,833
1503960366,5/8/2016,10060,1740,6.579999924,6.579999924,0,3.529999971,0.3199999928,2.730000019,0,44,8,203,574
1503960366,5/9/2016,12022,1819,7.71999979,7.71999979,0,3.450000048,0.5299999714,3.74000001,0,46,11,206,835
1503960366,5/10/2016,12207,1859,7.769999981,7.769999981,0,3.349999905,1.159999967,3.25999999,0,46,31,214,746
1503960366,5/11/2016,12770,1783,8.130000114,8.130000114,0,2.559999943,1.00999999,4.550000191,0,36,23,251,669
1503960366,5/12/2016,0,0,0,0,0,0,0,0,0,0,0,0,1440
1624580081,3/25/2016,1810,1373,1.179999948,1.179999948,0,0,0,1.129999995,0.009999999776,0,0,121,1319
1624580081,3/26/2016,815,1264,0.5299999714,0.5299999714,0,0,0,0.5299999714,0,0,0,47,1393
1624580081,3/27/2016,1985,1350,1.289999962,1.289999962,0,0,0,1.279999971,0.009999999776,0,0,112,1328
1624580081,3/28/2016,1905,1342,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,95,1345
1624580081,3/29/2016,1552,1300,1.00999999,1.00999999,0,0,0,1,0,0,0,66,1374
1624580081,3/30/2016,1675,1313,1.090000033,1.090000033,0,0,0,1.090000033,0,0,0,84,1356
1624580081,3/31/2016,4506,1498,2.930000067,2.930000067,0,0.5099999905,0.2700000107,2.150000095,0.009999999776,7,4,144,1285
1624580081,4/1/2016,9218,1541,5.989999771,5.989999771,0,0,0,5.96999979,0.009999999776,0,0,221,1219
1624580081,4/2/2016,1556,1327,1.00999999,1.00999999,0,0,0,1.00999999,0.009999999776,0,0,88,1352
1624580081,4/3/2016,2910,1452,1.889999986,1.889999986,0,0,0,1.879999995,0.009999999776,0,0,157,1283
1624580081,4/4/2016,18464,1574,12,12,0,0,0,12,0,0,0,270,1170
1624580081,4/5/2016,1335,1308,0.8700000048,0.8700000048,0,0,0,0.8700000048,0,0,0,74,1366
1624580081,4/6/2016,1004,1276,0.6499999762,0.6499999762,0,0,0,0.6499999762,0,0,0,55,1385
1624580081,4/7/2016,1111,1278,0.7200000286,0.7200000286,0,0,0,0.7200000286,0,0,0,54,1386
1624580081,4/8/2016,6344,1409,4.119999886,4.119999886,0,0,0,4.099999905,0,0,0,143,1297
1624580081,4/9/2016,3572,1370,2.319999933,2.319999933,0,0,0,2.289999962,0.02999999933,0,0,122,1318
1624580081,4/10/2016,3910,1555,2.539999962,2.539999962,0,0.4699999988,0.25,1.809999943,0.009999999776,7,7,186,1240
1624580081,4/11/2016,10000,1469,6.5,6.5,0,0,0,6.5,0,0,0,172,1268
1624580081,4/12/2016,8163,1432,5.309999943,5.309999943,0,0,0,5.309999943,0,0,0,146,1294
1624580081,4/13/2016,7007,1411,4.550000191,4.550000191,0,0,0,4.550000191,0,0,0,148,1292
1624580081,4/14/2016,9107,1572,5.920000076,5.920000076,0,0,0,5.909999847,0.009999999776,0,0,236,1204
1624580081,4/15/2016,1510,1344,0.9800000191,0.9800000191,0,0,0,0.9700000286,0,0,0,96,1344
1624580081,4/16/2016,5370,1463,3.49000001,3.49000001,0,0,0,3.49000001,0,0,0,176,1264
1624580081,4/17/2016,6175,1554,4.059999943,4.059999943,0,1.029999971,1.519999981,1.49000001,0.009999999776,15,22,127,1276
1624580081,4/18/2016,10536,1604,7.409999847,7.409999847,0,2.150000095,0.6200000048,4.619999886,0.009999999776,17,7,202,1214
1624580081,4/19/2016,2916,1435,1.899999976,1.899999976,0,0,0,1.899999976,0,0,0,141,1299
1624580081,4/20/2016,4974,1446,3.230000019,3.230000019,0,0,0,3.230000019,0,0,0,151,1289
1624580081,4/21/2016,6349,1467,4.130000114,4.130000114,0,0,0,4.110000134,0.01999999955,0,0,186,1254
1624580081,4/22/2016,4026,1470,2.619999886,2.619999886,0,0,0,2.599999905,0,0,0,199,1241
1624580081,4/23/2016,8538,1562,5.550000191,5.550000191,0,0,0,5.539999962,0.009999999776,0,0,227,1213
1624580081,4/24/2016,6076,1617,3.950000048,3.950000048,0,1.149999976,0.9100000262,1.889999986,0,16,18,185,1221
1624580081,4/25/2016,6497,1492,4.21999979,4.21999979,0,0,0,4.199999809,0.01999999955,0,0,202,1238
1624580081,4/26/2016,2826,1402,1.840000033,1.840000033,0,0,0,1.830000043,0.009999999776,0,0,140,1300
1624580081,4/27/2016,8367,1670,5.440000057,5.440000057,0,1.110000014,1.870000005,2.460000038,0,17,36,154,1233
1624580081,4/28/2016,2759,1401,1.789999962,1.789999962,0,0,0.200000003,1.600000024,0,0,5,115,1320
1624580081,4/29/2016,2390,1404,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,150,1290
1624580081,4/30/2016,6474,1655,4.300000191,4.300000191,0,0.8999999762,1.279999971,2.119999886,0.009999999776,11,23,224,1182
1624580081,5/1/2016,36019,2690,28.03000069,28.03000069,0,21.92000008,4.190000057,1.909999967,0.01999999955,186,63,171,1020
1624580081,5/2/2016,7155,1497,4.929999828,4.929999828,0,0.8600000143,0.5899999738,3.470000029,0,7,6,166,1261
1624580081,5/3/2016,2100,1334,1.370000005,1.370000005,0,0,0,1.340000033,0.01999999955,0,0,96,1344
1624580081,5/4/2016,2193,1368,1.429999948,1.429999948,0,0,0,1.419999957,0,0,0,118,1322
1624580081,5/5/2016,2470,1370,1.610000014,1.610000014,0,0,0,1.580000043,0.01999999955,0,0,117,1323
1624580081,5/6/2016,1727,1341,1.120000005,1.120000005,0,0,0,1.120000005,0.009999999776,0,0,102,1338
1624580081,5/7/2016,2104,1474,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,182,1258
1624580081,5/8/2016,3427,1427,2.230000019,2.230000019,0,0,0,2.220000029,0,0,0,152,1288
1624580081,5/9/2016,1732,1328,1.129999995,1.129999995,0,0,0,1.129999995,0,0,0,91,1349
1624580081,5/10/2016,2969,1393,1.929999948,1.929999948,0,0,0,1.919999957,0.009999999776,0,0,139,1301
1624580081,5/11/2016,3134,1359,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,112,1328
1624580081,5/12/2016,2971,1002,1.929999948,1.929999948,0,0,0,1.919999957,0.009999999776,0,0,107,890
1644430081,4/1/2016,4636,3323,3.410000086,3.410000086,0,0,0.7799999714,2.599999905,0.02999999933,0,16,586,838
1644430081,4/2/2016,20237,4029,14.71000004,14.71000004,0,2.569999933,6.400000095,5.730000019,0.009999999776,34,141,347,918
1644430081,4/3/2016,12912,3436,9.409999847,9.409999847,0,4.829999924,0.7699999809,3.789999962,0.02999999933,59,16,283,1082
1644430081,4/4/2016,2819,2444,2.049999952,2.049999952,0,0.3100000024,0.1700000018,1.559999943,0.009999999776,4,4,87,1345
1644430081,4/5/2016,9921,3098,7.210000038,7.210000038,0,0.3400000036,1.519999981,5.360000134,0,5,35,219,1181
1644430081,4/6/2016,8046,2925,5.849999905,5.849999905,0,1.289999962,2.119999886,2.450000048,0,18,41,137,1244
1644430081,4/7/2016,11166,3202,8.119999886,8.119999886,0,0.2099999934,2.410000086,5.5,0,3,58,230,1149
1644430081,4/8/2016,7842,2928,5.699999809,5.699999809,0,0.4799999893,2.410000086,2.809999943,0,7,43,161,1229
1644430081,4/9/2016,13840,3290,10.06000042,10.06000042,0,1.309999943,3.720000029,5.03000021,0,18,81,192,1149
1644430081,4/10/2016,1329,489,0.9700000286,0.9700000286,0,0,0,0.9700000286,0,0,0,35,207
1644430081,4/12/2016,10694,3199,7.769999981,7.769999981,0,0.1400000006,2.299999952,5.329999924,0,2,51,256,1131
1644430081,4/13/2016,8001,2902,5.820000172,5.820000172,0,2.279999971,0.8999999762,2.640000105,0,30,16,135,1259
1644430081,4/14/2016,11037,3226,8.020000458,8.020000458,0,0.3600000143,2.559999943,5.099999905,0,5,58,252,1125
1644430081,4/15/2016,5263,2750,3.829999924,3.829999924,0,0.2199999988,0.150000006,3.450000048,0,3,4,170,1263
1644430081,4/16/2016,15300,3493,11.11999989,11.11999989,0,4.099999905,1.879999995,5.090000153,0,51,42,212,1135
1644430081,4/17/2016,8757,3011,6.369999886,6.369999886,0,2.25,0.5699999928,3.549999952,0,29,13,186,1212
1644430081,4/18/2016,7132,2806,5.190000057,5.190000057,0,1.070000052,1.669999957,2.450000048,0,15,33,121,1271
1644430081,4/19/2016,11256,3300,8.180000305,8.180000305,0,0.3600000143,2.529999971,5.300000191,0,5,58,278,1099
1644430081,4/20/2016,2436,2430,1.769999981,1.769999981,0,0,0,1.75999999,0.009999999776,0,0,125,1315
1644430081,4/21/2016,1223,2140,0.8899999857,0.8899999857,0,0,0,0.8799999952,0.009999999776,0,0,38,1402
1644430081,4/22/2016,3673,2344,2.670000076,2.670000076,0,0,0,2.660000086,0.009999999776,0,0,86,1354
1644430081,4/23/2016,6637,2677,4.829999924,4.829999924,0,0,0.5799999833,4.25,0,0,15,160,1265
1644430081,4/24/2016,3321,2413,2.410000086,2.410000086,0,0,0,2.410000086,0,0,0,89,1351
1644430081,4/25/2016,3580,2497,2.599999905,2.599999905,0,0.5899999738,0.05999999866,1.950000048,0,8,1,94,1337
1644430081,4/26/2016,9919,3123,7.210000038,7.210000038,0,0.8000000119,1.720000029,4.690000057,0,11,41,223,1165
1644430081,4/27/2016,3032,2489,2.200000048,2.200000048,0,0,0,2.200000048,0,0,0,118,1322
1644430081,4/28/2016,9405,3108,6.840000153,6.840000153,0,0.200000003,2.319999933,4.309999943,0,3,53,227,1157
1644430081,4/29/2016,3176,2498,2.309999943,2.309999943,0,0,0,2.309999943,0,0,0,120,1193
1644430081,4/30/2016,18213,3846,13.23999977,13.23999977,0,0.6299999952,3.140000105,9.460000038,0,9,71,402,816
1644430081,5/1/2016,6132,2696,4.460000038,4.460000038,0,0.2399999946,0.9900000095,3.230000019,0,3,24,146,908
1644430081,5/2/2016,3758,2580,2.730000019,2.730000019,0,0.0700000003,0.3100000024,2.349999905,0,1,7,148,682
1644430081,5/3/2016,12850,3324,9.340000153,9.340000153,0,0.7200000286,4.090000153,4.539999962,0,10,94,221,1115
1644430081,5/4/2016,2309,2222,1.679999948,1.679999948,0,0,0,1.659999967,0.01999999955,0,0,52,1388
1644430081,5/5/2016,4363,2463,3.190000057,3.190000057,0,0.5199999809,0.5400000215,2.130000114,0.009999999776,6,12,81,1341
1644430081,5/6/2016,9787,3328,7.119999886,7.119999886,0,0.8199999928,0.2700000107,6.010000229,0.01999999955,11,6,369,1054
1644430081,5/7/2016,13372,3404,9.720000267,9.720000267,0,3.25999999,0.7900000215,5.670000076,0.009999999776,41,17,243,1139
1644430081,5/8/2016,6724,2987,4.889999866,4.889999866,0,0,0,4.880000114,0,0,0,295,991
1644430081,5/9/2016,6643,3008,4.829999924,4.829999924,0,2.390000105,0.349999994,2.089999914,0.009999999776,32,6,303,1099
1644430081,5/10/2016,9167,2799,6.659999847,6.659999847,0,0.8799999952,0.8100000024,4.96999979,0.009999999776,12,19,155,1254
1644430081,5/11/2016,1329,1276,0.9700000286,0.9700000286,0,0,0,0.9499999881,0.009999999776,0,0,49,713
1844505072,4/1/2016,6847,1969,4.53000021,4.53000021,0,0.6100000143,0.3700000048,3.549999952,0,9,9,251,1171
1844505072,4/2/2016,5367,1889,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,263,1177
1844505072,4/3/2016,2841,1636,1.879999995,1.879999995,0,0,0,1.879999995,0,0,0,136,1114
1844505072,4/4/2016,0,1347,0,0,0,0,0,0,0,0,0,0,669
1844505072,4/5/2016,0,1347,0,0,0,0,0,0,0,0,0,0,1440
1844505072,4/6/2016,7,1349,0,0,0,0,0,0,0,0,0,1,1439
1844505072,4/7/2016,6344,1965,4.190000057,4.190000057,0,0,0,4.190000057,0,0,0,290,1150
1844505072,4/8/2016,5316,1824,3.50999999,3.50999999,0,0,0,3.50999999,0,0,0,221,1219
1844505072,4/9/2016,4979,1807,3.289999962,3.289999962,0,0,0,3.289999962,0,0,0,184,620
1844505072,4/10/2016,6556,1971,4.340000153,4.340000153,0,0,0,4.329999924,0,0,0,305,810
1844505072,4/11/2016,5430,1888,3.589999914,3.589999914,0,0,0,3.589999914,0,0,0,251,1189
1844505072,4/12/2016,6697,2030,4.429999828,4.429999828,0,0,0,4.429999828,0,0,0,339,1101
1844505072,4/13/2016,4929,1860,3.25999999,3.25999999,0,0,0,3.25999999,0,0,0,248,1192
1844505072,4/14/2016,7937,2130,5.25,5.25,0,0,0,5.230000019,0,0,0,373,843
1844505072,4/15/2016,3844,1725,2.539999962,2.539999962,0,0,0,2.539999962,0,0,0,176,527
1844505072,4/16/2016,3414,1657,2.25999999,2.25999999,0,0,0,2.25999999,0,0,0,147,1293
1844505072,4/17/2016,4525,1793,2.99000001,2.99000001,0,0.1400000006,0.2599999905,2.589999914,0,2,8,199,1231
1844505072,4/18/2016,4597,1814,3.039999962,3.039999962,0,0,0.4799999893,2.559999943,0,0,12,217,1211
1844505072,4/19/2016,197,1366,0.1299999952,0.1299999952,0,0,0,0.1299999952,0,0,0,10,1430
1844505072,4/20/2016,8,1349,0.009999999776,0.009999999776,0,0,0,0.009999999776,0,0,0,1,1439
1844505072,4/21/2016,8054,2062,5.320000172,5.320000172,0,0.1199999973,0.5199999809,4.679999828,0,2,13,308,1117
1844505072,4/22/2016,5372,1827,3.549999952,3.549999952,0,0,0,3.549999952,0,0,0,220,1220
1844505072,4/23/2016,3570,1645,2.359999895,2.359999895,0,0,0,2.359999895,0,0,0,139,1301
1844505072,4/24/2016,0,1347,0,0,0,0,0,0,0,0,0,0,1440
1844505072,4/25/2016,0,1347,0,0,0,0,0,0,0,0,0,0,1440
1844505072,4/26/2016,0,1347,0,0,0,0,0,0,0,0,0,0,1440
1844505072,4/27/2016,4,1348,0,0,0,0,0,0,0,0,0,1,1439
1844505072,4/28/2016,6907,1992,4.570000172,4.570000172,0,0,0,4.559999943,0,0,0,302,1138
1844505072,4/29/2016,4920,1856,3.25,3.25,0,0,0,3.25,0,0,0,247,1082
1844505072,4/30/2016,4014,1763,2.670000076,2.670000076,0,0,0,2.650000095,0,0,0,184,218
1844505072,5/1/2016,2573,1541,1.700000048,1.700000048,0,0,0.2599999905,1.450000048,0,0,7,75,585
1844505072,5/2/2016,0,1348,0,0,0,0,0,0,0,0,0,0,1440
1844505072,5/3/2016,4059,1742,2.680000067,2.680000067,0,0,0,2.680000067,0,0,0,184,1256
1844505072,5/4/2016,2080,1549,1.370000005,1.370000005,0,0,0,1.370000005,0,0,0,87,1353
1844505072,5/5/2016,2237,1589,1.480000019,1.480000019,0,0,0,1.480000019,0,0,0,120,1320
1844505072,5/6/2016,44,1351,0.02999999933,0.02999999933,0,0,0,0.02999999933,0,0,0,2,1438
1844505072,5/7/2016,0,1347,0,0,0,0,0,0,0,0,0,0,1440
1844505072,5/8/2016,0,1347,0,0,0,0,0,0,0,0,0,0,1440
1844505072,5/9/2016,0,1347,0,0,0,0,0,0,0,0,0,0,1440
1844505072,5/10/2016,0,1347,0,0,0,0,0,0,0,0,0,0,1440
1844505072,5/11/2016,0,1347,0,0,0,0,0,0,0,0,0,0,1440
1844505072,5/12/2016,0,665,0,0,0,0,0,0,0,0,0,0,711
1927972279,4/1/2016,4317,2590,2.99000001,2.99000001,0,0,0.3700000048,2.619999886,0,0,11,192,854
1927972279,4/2/2016,5662,2783,3.920000076,3.920000076,0,0,0,3.920000076,0,0,0,267,858
1927972279,4/3/2016,3198,2449,2.210000038,2.210000038,0,0,0,2.210000038,0,0,0,146,1183
1927972279,4/4/2016,2352,2380,1.629999995,1.629999995,0,0,0,1.629999995,0,0,0,128,829
1927972279,4/5/2016,2234,2344,1.549999952,1.549999952,0,0,0,1.549999952,0,0,0,108,912
1927972279,4/6/2016,1259,2202,0.8700000048,0.8700000048,0,0,0,0.8700000048,0,0,0,73,938
1927972279,4/7/2016,768,2130,0.5299999714,0.5299999714,0,0,0,0.5299999714,0,0,0,43,1397
1927972279,4/8/2016,519,2088,0.3600000143,0.3600000143,0,0,0,0.3600000143,0,0,0,34,1406
1927972279,4/9/2016,2523,2443,1.75,1.75,0,0,0.3700000048,1.379999995,0,0,9,134,1250
1927972279,4/10/2016,2105,2442,1.460000038,1.460000038,0,0,0,1.460000038,0,0,0,139,805
1927972279,4/11/2016,1209,2255,0.8399999738,0.8399999738,0,0,0,0.8399999738,0,0,0,73,842
1927972279,4/12/2016,678,2220,0.4699999988,0.4699999988,0,0,0,0.4699999988,0,0,0,55,734
1927972279,4/13/2016,356,2151,0.25,0.25,0,0,0,0.25,0,0,0,32,986
1927972279,4/14/2016,2163,2383,1.5,1.5,0,0,0.400000006,1.100000024,0,0,9,88,1292
1927972279,4/15/2016,980,2221,0.6800000072,0.6800000072,0,0,0,0.6800000072,0,0,0,51,941
1927972279,4/16/2016,0,2064,0,0,0,0,0,0,0,0,0,0,1440
1927972279,4/17/2016,0,2063,0,0,0,0,0,0,0,0,0,0,1440
1927972279,4/18/2016,244,2111,0.1700000018,0.1700000018,0,0,0,0.1700000018,0,0,0,17,1423
1927972279,4/19/2016,0,2063,0,0,0,0,0,0,0,0,0,0,1440
1927972279,4/20/2016,0,2063,0,0,0,0,0,0,0,0,0,0,1440
1927972279,4/21/2016,0,2064,0,0,0,0,0,0,0,0,0,0,1440
1927972279,4/22/2016,149,2093,0.1000000015,0.1000000015,0,0,0,0.1000000015,0,0,0,10,1430
1927972279,4/23/2016,2945,2499,2.039999962,2.039999962,0,0,0,2.039999962,0,0,0,145,1295
1927972279,4/24/2016,2090,2324,1.450000048,1.450000048,0,0.0700000003,0.2399999946,1.139999986,0,1,6,75,1358
1927972279,4/25/2016,152,2100,0.1099999994,0.1099999994,0,0,0,0.1099999994,0,0,0,12,1303
1927972279,4/26/2016,3761,2638,2.599999905,2.599999905,0,0,0,2.599999905,0,0,0,192,1058
1927972279,4/27/2016,0,2063,0,0,0,0,0,0,0,0,0,0,1440
1927972279,4/28/2016,1675,2351,1.159999967,1.159999967,0,0,0,1.159999967,0,0,0,95,1167
1927972279,4/29/2016,0,2063,0,0,0,0,0,0,0,0,0,0,1440
1927972279,4/30/2016,0,2064,0,0,0,0,0,0,0,0,0,0,1440
1927972279,5/1/2016,2704,2411,1.870000005,1.870000005,0,1.00999999,0.02999999933,0.8299999833,0,14,1,70,1355
1927972279,5/2/2016,3790,2505,2.619999886,2.619999886,0,1.159999967,0.3000000119,1.159999967,0,16,8,94,1322
1927972279,5/3/2016,1326,2195,0.9200000167,0.9200000167,0,0.7300000191,0,0.1800000072,0,10,0,17,1413
1927972279,5/4/2016,1786,2338,1.24000001,1.24000001,0,0,0,1.24000001,0,0,0,87,1353
1927972279,5/5/2016,0,2063,0,0,0,0,0,0,0,0,0,0,1440
1927972279,5/6/2016,2091,2383,1.450000048,1.450000048,0,0,0,1.450000048,0,0,0,108,1332
1927972279,5/7/2016,1510,2229,1.039999962,1.039999962,0,0,0,1.039999962,0,0,0,48,1392
1927972279,5/8/2016,0,2063,0,0,0,0,0,0,0,0,0,0,1440
1927972279,5/9/2016,0,2063,0,0,0,0,0,0,0,0,0,0,1440
1927972279,5/10/2016,0,2063,0,0,0,0,0,0,0,0,0,0,1440
1927972279,5/11/2016,0,2063,0,0,0,0,0,0,0,0,0,0,1440
1927972279,5/12/2016,0,1383,0,0,0,0,0,0,0,0,0,0,966
2022484408,4/1/2016,13603,2645,9.600000381,9.600000381,0,5.460000038,0.6299999952,3.50999999,0,72,16,213,1139
2022484408,4/2/2016,5477,2040,3.839999914,3.839999914,0,0,0,3.839999914,0,0,0,237,1203
2022484408,4/3/2016,11144,2395,7.820000172,7.820000172,0,1.789999962,0.8899999857,5.139999866,0,25,22,279,1114
2022484408,4/4/2016,15313,2581,11,11,0,5.019999981,1.289999962,4.690000057,0,62,19,233,1126
2022484408,4/5/2016,10805,2735,7.590000153,7.590000153,0,0.7200000286,0.9800000191,5.889999866,0,36,37,298,1069
2022484408,4/6/2016,15392,2733,10.93000031,10.93000031,0,3.430000067,1.75,5.75,0,47,42,258,1093
2022484408,4/7/2016,18247,3021,13.82999992,13.82999992,0,7.110000134,2.210000038,4.510000229,0,72,62,252,1054
2022484408,4/8/2016,13023,2577,9.260000229,9.260000229,0,3.230000019,0.5600000024,5.46999979,0,40,12,296,1092
2022484408,4/9/2016,16267,2811,12.59000015,12.59000015,0,5.75,0.4699999988,6.369999886,0,44,16,302,1078
2022484408,4/10/2016,10005,2458,7.019999981,7.019999981,0,0.07999999821,1.049999952,5.900000095,0,1,23,339,1077
2022484408,4/11/2016,10106,2568,7.090000153,7.090000153,0,1.210000038,0.5600000024,5.329999924,0,41,16,272,1111
2022484408,4/12/2016,11875,2390,8.340000153,8.340000153,0,3.309999943,0.7699999809,4.260000229,0,42,14,227,1157
2022484408,4/13/2016,12024,2601,8.5,8.5,0,2.99000001,0.1000000015,5.409999847,0,43,5,292,1100
2022484408,4/14/2016,10690,2312,7.5,7.5,0,2.480000019,0.2099999934,4.820000172,0,32,3,257,1148
2022484408,4/15/2016,11034,2525,8.029999733,8.029999733,0,1.940000057,0.3100000024,5.78000021,0,27,9,282,1122
2022484408,4/16/2016,10100,2177,7.090000153,7.090000153,0,3.150000095,0.5500000119,3.390000105,0,41,11,151,1237
2022484408,4/17/2016,15112,2782,11.39999962,11.39999962,0,3.869999886,0.6600000262,6.880000114,0,28,29,331,1052
2022484408,4/18/2016,14131,2770,10.06999969,10.06999969,0,3.640000105,0.1199999973,6.300000191,0,48,3,311,1078
2022484408,4/19/2016,11548,2489,8.529999733,8.529999733,0,3.289999962,0.2399999946,5,0,31,7,250,1152
2022484408,4/20/2016,15112,2897,10.67000008,10.67000008,0,3.339999914,1.929999948,5.400000095,0,48,63,276,1053
2022484408,4/21/2016,12453,3158,8.739999771,8.739999771,0,3.329999924,1.110000014,4.309999943,0,104,53,255,1028
2022484408,4/22/2016,12954,2638,9.329999924,9.329999924,0,4.429999828,0.4199999869,4.46999979,0,52,10,273,1105
2022484408,4/23/2016,6001,2069,4.210000038,4.210000038,0,0,0,4.210000038,0,0,0,249,1191
